id,name,year,runtime,rating,genre,image,description,director,stars
5169,"Xi you: Xiang mo pian",2013,110,6.7,"Action, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTQzMzUxNzk0NV5BMl5BanBnXkFtZTgwMTEwOTE4MDE@._V1_.jpg,"Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King.","Stephen Chow","['Chi-Kin Kwok', 'Zhang Wen', 'Shu Qi', 'Bo Huang', 'Show Lo']"
5170,"The Hunter","IV 2011",102,6.7,"Adventure, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNTI4Mzc0MTg4OV5BMl5BanBnXkFtZTcwNTc1NDQzNw@@._V1_.jpg,"Martin, a mercenary, is sent from Europe by a mysterious biotech company to the Tasmanian wilderness on a hunt for the last Tasmanian tiger.","Daniel Nettheim","['Willem Dafoe', 'Sam Neill', 'Morgan Davies', 'Jacek Koman']"
5171,"Le Mans",1971,106,6.7,"Action, Adventure, Drama",https://m.media-amazon.com/images/M/MV5BNDYyOGY2ZGYtZjI3Ny00YzgyLTk2YzYtNGQ0NGVkMmUwNDQxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,"Two car racing champions, an American and a German, face off on the world's hardest endurance course: Le Mans in France.","Lee H. Katzin","['John Sturges', 'Steve McQueen', 'Siegfried Rauch', 'Elga Andersen', 'Ronald Leigh-Hunt']"
5172,"Mystery, Alaska",1999,119,6.7,"Comedy, Drama, Sport",https://m.media-amazon.com/images/M/MV5BZmE3OTRlOGEtNzExMi00YmI0LWIxMzYtNGU2NzU1ZTY0Y2JkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"The residents of a small town get over-excited when their hockey team gets chosen to host a televised event.","Jay Roach","['Russell Crowe', 'Burt Reynolds', 'Hank Azaria', 'Mary McCormack']"
5173,"Prizzi's Honor",1985,130,6.7,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BZmVmOGIzNDUtODYwZi00NWI2LTlhOGQtNmU1ZjU2OGFiOTRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,"Two professional assassins fall in love.","John Huston","['Jack Nicholson', 'Kathleen Turner', 'Robert Loggia', 'John Randolph']"
5174,Proof,2005,100,6.7,"Drama, Mystery",https://m.media-amazon.com/images/M/MV5BMTMxMjM0MTY4Nl5BMl5BanBnXkFtZTcwMDU4MjEzMQ@@._V1_.jpg,"The daughter of a brilliant but mentally disturbed mathematician, recently deceased, tries to come to grips with her possible inheritance: his insanity. Complicating matters are one of her father's ex-students, who wants to search through his papers, and her estranged sister, who shows up to help settle his affairs.","John Madden","['Gwyneth Paltrow', 'Anthony Hopkins', 'Hope Davis', 'Jake Gyllenhaal']"
5175,"Nakitai watashi wa neko o kaburu",2020,104,6.7,"Animation, Adventure, Drama",https://m.media-amazon.com/images/M/MV5BNDI5ODBhYzMtNDc4Yi00NjEwLWJiZWUtMGE2Mzc4MGVjN2E0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"Miyo Sasaki is in love with her classmate Kento Hinode and tries repeatedly to get Kento's attention by transforming into a cat, but at some point, the boundary between herself and the cat becomes ambiguous.","Jun'ichi Satô","['Tomotaka Shibayama', 'Mirai Shida', 'Natsuki Hanae', 'Johnny Yong Bosch', 'Bob Buchholz']"
5176,Flawless,2007,108,6.7,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMjA1NTQ2NDU5MF5BMl5BanBnXkFtZTcwODI1MzI2MQ@@._V1_.jpg,"In 1960s London, an elderly janitor convinces a glass-ceiling constrained executive to help him steal a handful of diamonds from their employer, the London Diamond Corporation.","Michael Radford","['Demi Moore', 'Michael Caine', 'Lambert Wilson', 'Nathaniel Parker']"
5177,"Batman: Gotham by Gaslight",2018,78,6.7,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BYTJhNjYyMGItODdhOC00ZTZmLTk1MTMtZDRhMmZkYTRiOGJkXkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_.jpg,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.","Sam Liu","['Bruce Greenwood', 'Jennifer Carpenter', 'Chris Cox', 'John DiMaggio']"
5178,"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask",1972,88,6.7,Comedy,https://m.media-amazon.com/images/M/MV5BNzcwODQ0ZGQtZWJmYS00ZGVhLTgyZmMtN2M4YzY1ZDk0YTU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"Seven stories are trying to answer the question: what is sex? Or maybe they are not trying.","Woody Allen","['Woody Allen', 'Gene Wilder', 'Louise Lasser', 'John Carradine']"
5179,"Ride with the Devil","I 1999",138,6.7,"Drama, Romance, War",https://m.media-amazon.com/images/M/MV5BZTRhYTQ2MTAtYzNlYS00MTU1LWEzZmEtZWYxZTM3ZTkxZmM3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,"During the American Civil War, two friends join the Bushwhackers, a militant group loyal to the Confederacy.","Ang Lee","['Tobey Maguire', 'Skeet Ulrich', 'Jewel', 'Jeremy W. Auman']"
5180,Hysteria,2011,100,6.7,"Biography, Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMjI0NDExNjcwMV5BMl5BanBnXkFtZTcwOTU4Mzg2Nw@@._V1_.jpg,"The truth of how Mortimer Granville devised the invention of the first vibrator in the name of medical science.","Tanya Wexler","['Maggie Gyllenhaal', 'Hugh Dancy', 'Jonathan Pryce', 'Felicity Jones']"
5181,"The Perfect Host",2010,93,6.7,"Comedy, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMzEyNTE0NzM3NV5BMl5BanBnXkFtZTcwNzAzMDE1Mw@@._V1_.jpg,"An on-the-run convict looking for temporary cover finds it at the house of a very colorful character.","Nicholas Tomnay","['David Hyde Pierce', 'Clayne Crawford', 'Nathaniel Parker', 'Tyrees Allen']"
5182,"Missing Link",2019,93,6.7,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMWFmNWZmZWYtMWM3OC00YTYyLWIxNDMtOTRjNzhiYWQ0MDIwXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_.jpg,"Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend.","Chris Butler","['Hugh Jackman', 'David Walliams', 'Stephen Fry', 'Matt Lucas']"
5183,"The Kindergarten Teacher",2018,96,6.7,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BZDIxNjIwNjktZTQzNS00ODI1LTkyZGItNDhkYjJlM2FhODcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"A kindergarten teacher in New York becomes obsessed with one of her students whom she believes is a child prodigy.","Sara Colangelo","['Maggie Gyllenhaal', 'Gael García Bernal', 'Ato Blankson-Wood', 'Libya Pugh']"
5184,"Please Stand By",2017,93,6.7,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNDhhZDk4YmQtMmVhMy00NTBlLTkzMDYtOTM3MTAzMGJjNGMxXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,"A young autistic woman runs away from her caregiver in an attempt to submit her 500-page manuscript to a ""Star Trek"" writing competition at Paramount Pictures.","Ben Lewin","['Dakota Fanning', 'Alice Eve', 'Toni Collette', 'Lexi Aaron']"
5185,Housebound,2014,107,6.7,"Comedy, Horror, Mystery",https://m.media-amazon.com/images/M/MV5BMTUxNTA5NTAzM15BMl5BanBnXkFtZTgwODE2NDkyMjE@._V1_.jpg,"A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking.","Gerard Johnstone","[""Morgana O'Reilly"", 'Rima Te Wiata', 'Glen-Paul Waru', 'Ross Harper']"
5186,"The Quiet Earth",1985,91,6.7,"Drama, Mystery, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMWNlY2UxYWUtZTIwMS00NmFjLTg3M2EtM2Q3MWRmZjIwYWZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"A man named Zac Hobson awakens to find himself alone in the world. In a desperate attempt to search for others, he finds only two who have their own agenda.","Geoff Murphy","['Bruno Lawrence', 'Alison Routledge', 'Pete Smith', 'Anzac Wallace']"
5187,"Der goldene Handschuh",2019,115,6.7,"Crime, Drama, Horror",https://m.media-amazon.com/images/M/MV5BMTllZWQyZTMtM2IxYS00YWMwLTk4OGEtZWIzMzAzY2U4MWRhXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,"A serial killer strikes fear in the hearts of residents of Hamburg during the early 1970s.","Fatih Akin","['Jonas Dassler', 'Marc Hosemann', 'Adam Bousdoukos', 'Margarete Tiesel']"
5188,"Wild Target",2010,98,6.7,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BNWVlNTA2ZGUtYzVmZS00Njg0LWE5ZDItZTcyNDNmOTUxMjE3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,"A hitman tries to retire, but a beautiful thief may change his plans.","Jonathan Lynn","['Bill Nighy', 'Emily Blunt', 'Rupert Grint', 'Rupert Everett']"
5189,"This Must Be the Place",2011,118,6.7,"Adventure, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BZDY2NDA0OTktYmIxYS00NzNkLWEyNzctMzFmYWVjMWQ2Y2Q5XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_.jpg,"Cheyenne, a retired rock star living off his royalties in Dublin, returns to New York City to find the man responsible for a humiliation suffered by his recently deceased father during W.W.II.","Paolo Sorrentino","['Sean Penn', 'Frances McDormand', 'Judd Hirsch', 'Eve Hewson']"
5190,"French Connection II",1975,119,6.7,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMzZmZWIwNmItOTM4MS00N2FjLThlYTctNDYxZTU5NjZiMGQ4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"""Popeye"" Doyle travels to Marseille to find Alain Charnier, the drug smuggler who eluded him in New York.","John Frankenheimer","['Gene Hackman', 'Fernando Rey', 'Bernard Fresson', 'Philippe Léotard']"
5191,"Buffalo Soldiers",2001,98,6.7,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BNjYyYjNlYTQtYmNkYi00MGJhLTg1OTctZTU5OTZiMDczMmU4XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg,"A criminal subculture operates among U.S. soldiers stationed in West Germany just before the fall of the Berlin wall.","Gregor Jordan","['Joaquin Phoenix', 'Anna Paquin', 'Ed Harris', 'Scott Glenn']"
5192,F/X,1986,109,6.7,"Action, Thriller",https://m.media-amazon.com/images/M/MV5BZmY2NGIyN2EtZTBjZC00YjQ4LWJjNWYtNGJmYWVmY2VmMGM3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,"A movie special effects man is hired to fake a real-life mob killing for a witness protection plan, but finds his own life in danger.","Robert Mandel","['Bryan Brown', 'Brian Dennehy', 'Diane Venora', 'Cliff De Young']"
5193,"The Angel",2018,114,6.7,"Action, Biography, Drama",https://m.media-amazon.com/images/M/MV5BOWM3YjI1ZWItMjk2ZC00ZGQ3LTg4MTAtNzQ1MTBiMDA0ZDVlXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.","Ariel Vromen","['Toby Kebbell', 'Marwan Kenzari', 'Hannah Ware', 'Waleed Zuaiter']"
5194,"Frankie and Johnny",1991,118,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYzdiNjQzOWMtNGE3YS00YzUxLWI2MWYtYjhjMmE1ODA0YWNlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom.","Garry Marshall","['Al Pacino', 'Michelle Pfeiffer', 'Hector Elizondo', 'Nathan Lane']"
5195,"The Wild One",1953,79,6.7,"Crime, Drama, Romance",https://m.media-amazon.com/images/M/MV5BZjJlNGRkMzItOGM5Yi00Njc1LTg5NWYtMDVjM2VkYWY3OGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"Two rival motorcycle gangs terrorize a small town after one of their leaders is thrown in jail.","Laslo Benedek","['Marlon Brando', 'Mary Murphy', 'Robert Keith', 'Lee Marvin']"
5196,"A Prairie Home Companion",2006,105,6.7,"Comedy, Drama, Music",https://m.media-amazon.com/images/M/MV5BMTYwOTgzMTA3NF5BMl5BanBnXkFtZTcwMjYxMDMzMQ@@._V1_.jpg,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court.","Robert Altman","['Lily Tomlin', 'Meryl Streep', 'Woody Harrelson', 'John C. Reilly']"
5197,"Gorky Park",1983,128,6.7,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BNWYyZGVmMDQtYjljYi00NTU2LWEwYWEtZmQyNDMxMTRiY2VhXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,"A Moscow police officer investigates a vicious triple homicide and stumbles upon a high-level international political conspiracy.","Michael Apted","['William Hurt', 'Lee Marvin', 'Brian Dennehy', 'Ian Bannen']"
5198,"Albert Nobbs",2011,113,6.7,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTM1MjU1NTYzMV5BMl5BanBnXkFtZTcwODk2NzAwNw@@._V1_.jpg,"Albert Nobbs struggles to survive in late 19th-century Ireland, where women aren't encouraged to be independent. Posing as a man so she can work as a butler in Dublin's most elegant hotel, Albert meets a handsome painter and looks to escape the lie she has been living.","Rodrigo García","['Glenn Close', 'Mia Wasikowska', 'Aaron Taylor-Johnson', 'Antonia Campbell-Hughes']"
5199,"A Christmas Story Christmas",2022,98,6.7,"Comedy, Family",https://m.media-amazon.com/images/M/MV5BMjliZjM5MWMtMzcyYi00Y2ZiLTliOGMtNGNjMjE1YWIwZTkyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"Follows the now-adult Ralphie as he returns to the house on Cleveland Street to give his kids a magical Christmas like the one he had as a child, reconnecting with childhood friends, and reconciling the passing of his Old Man.","Clay Kaytis","['Peter Billingsley', 'Erinn Hayes', 'River Drosche', 'Julianna Layne']"
5200,"Beyond the Sea",2004,118,6.7,"Biography, Drama, Music",https://m.media-amazon.com/images/M/MV5BMTY2MzI0ODE3NF5BMl5BanBnXkFtZTYwODI4NDM3._V1_.jpg,"A swooning study of ""Mack the Knife"" singer Bobby Darin and specifically his relationship with wife Sandra Dee.","Kevin Spacey","['Kevin Spacey', 'Kate Bosworth', 'John Goodman', 'Bob Hoskins']"
5201,"A Private War",2018,110,6.7,"Biography, Drama, War",https://m.media-amazon.com/images/M/MV5BODFkMzljMWUtY2NjNS00NjZhLTk4MDItYWNjMjIyODZlNDc1XkEyXkFqcGdeQXVyNzEyMTk0MzM@._V1_.jpg,"One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontline of conflicts across the globe to give voice to the voiceless.","Matthew Heineman","['Rosamund Pike', 'Alexandra Moen', 'Tom Hollander', 'Faye Marsay']"
5202,"White Fang","I 1991",107,6.7,"Adventure, Drama",https://m.media-amazon.com/images/M/MV5BNWRhZDE5M2YtMDc4MS00ZjA1LWE2OGUtMDAwNDE1ZjhlNGEwXkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_.jpg,"Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.","Randal Kleiser","['Ethan Hawke', 'Klaus Maria Brandauer', 'Jed', 'Seymour Cassel']"
5203,Performance,1970,105,6.7,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BM2VhNTdlM2QtNGZkNy00Y2U3LTkzNzctNTFiZDAzYTk4YzY1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A violent gangster seeks refuge from the mob in the Bohemian home of a former rock star.","Donald Cammell","['Nicolas Roeg', 'James Fox', 'Mick Jagger', 'Anita Pallenberg', 'Michèle Breton']"
5204,"The Accidental Tourist",1988,121,6.7,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BN2FhYTYzODYtNWY0OC00N2E3LWI2Y2EtMjAwNDc1YzYzYjBlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,"An emotionally distant writer of travel guides must carry on with his life after his son is killed and his marriage crumbles.","Lawrence Kasdan","['William Hurt', 'Kathleen Turner', 'Geena Davis', 'Amy Wright']"
5205,"The Disappearance of Alice Creed",2009,100,6.7,"Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMjIwNzU4MzgyMF5BMl5BanBnXkFtZTcwMDIwNDM1Mw@@._V1_.jpg,"A rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in exchange for her father's money.","J Blakeson","['Gemma Arterton', 'Eddie Marsan', 'Martin Compston']"
5206,"Silent Movie",1976,87,6.7,Comedy,https://m.media-amazon.com/images/M/MV5BZWFkMmJhODItMDA2MC00NDFmLTllNzItYzE1YWMzYjVmYjFiXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg,"A film director and his strange friends struggle to produce the first major silent feature film in forty years.","Mel Brooks","['Mel Brooks', 'Marty Feldman', 'Dom DeLuise', 'Sid Caesar']"
5207,"Turbo Kid",2015,93,6.7,"Action, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTY1NjkwNDQ0NF5BMl5BanBnXkFtZTgwMTkyOTE2NjE@._V1_.jpg,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.","François Simard","['Anouk Whissell', 'Yoann-Karl Whissell', 'Munro Chambers', 'Laurence Leboeuf', 'Michael Ironside', 'Edwin Wright']"
5208,"Mænd & høns",2015,104,6.7,"Comedy, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BMTcwMjI0OTgxM15BMl5BanBnXkFtZTgwNDg3MzczODE@._V1_.jpg,"Through getting to know their unknown family, two outcast brothers discover a horrible truth about themselves and their relatives.","Anders Thomas Jensen","['David Dencik', 'Mads Mikkelsen', 'Nikolaj Lie Kaas', 'Søren Malling']"
5209,"The Man Who Knew Too Much",1934,75,6.7,"Crime, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BZWY2ODJhOTYtMTE1My00OTBiLTliZTgtNWIwZWIyMWNjODczXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"An ordinary British couple vacationing in Switzerland suddenly find themselves embroiled in a case of international intrigue when their daughter is kidnapped by spies plotting a political assassination.","Alfred Hitchcock","['Leslie Banks', 'Edna Best', 'Peter Lorre', 'Frank Vosper']"
5210,"The Lady in the Van",2015,104,6.7,"Biography, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BOTY0MjM3NTQyOF5BMl5BanBnXkFtZTgwMzcwNjUxNzE@._V1_.jpg,"A man forms an unexpected bond with a transient woman living in her van that's parked in his driveway.","Nicholas Hytner","['Maggie Smith', 'Alex Jennings', 'Jim Broadbent', 'Clare Hammond']"
5211,Hamlet,1990,135,6.7,Drama,https://m.media-amazon.com/images/M/MV5BMjI5OTgwNTc3M15BMl5BanBnXkFtZTgwNDY1NTk4NjE@._V1_.jpg,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.","Franco Zeffirelli","['Mel Gibson', 'Glenn Close', 'Alan Bates', 'Paul Scofield']"
5212,"Primary Colors",1998,143,6.7,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BOTk5OWE1ZWItYWMxZC00Yzc3LTk2YjctZjAzYWViZDk5YjIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A man joins the political campaign of a smooth-operator candidate for President of the U.S.","Mike Nichols","['John Travolta', 'Emma Thompson', 'Kathy Bates', 'Larry Hagman']"
5213,"The Soloist",2009,117,6.7,"Biography, Drama, Music",https://m.media-amazon.com/images/M/MV5BMjExODQ3MTI5Nl5BMl5BanBnXkFtZTcwMDEyMTQ5MQ@@._V1_.jpg,"A newspaper journalist discovers a homeless musical genius and tries to improve his situation.","Joe Wright","['Jamie Foxx', 'Robert Downey Jr.', 'Catherine Keener', 'Tom Hollander']"
5214,"Un monstre à Paris",2011,90,6.7,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMWY2MzUyMmYtYWVjMS00NDc0LThjNjctZGM3YjFiNmFmYzM1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg,"A 3D-animated movie set in Paris in the year 1910 and centered on a monster who lives in a garden and his love for a beautiful, young singer.","Bibo Bergeron","['Matthieu Chedid', 'Vanessa Paradis', 'Gad Elmaleh', 'François Cluzet']"
5215,"Martian Child",2007,106,6.7,"Comedy, Drama, Family",https://m.media-amazon.com/images/M/MV5BMjExMDAxNzYzNV5BMl5BanBnXkFtZTcwMDQ3MDU1MQ@@._V1_.jpg,"A science-fiction writer, recently widowed, considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially rejected boy who says he's really from Mars.","Menno Meyjes","['John Cusack', 'Amanda Peet', 'Bobby Coleman', 'Sophie Okonedo']"
5216,"Postcards from the Edge",1990,101,6.7,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMjg3NWI0ODYtOWVhMS00MjQxLTk0YzAtYzJmYWMxMjgzN2Y0XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,"A substance-addicted actress tries to look on the bright side even as she is forced to move back in with her mother to avoid unemployment.","Mike Nichols","['Meryl Streep', 'Shirley MacLaine', 'Dennis Quaid', 'Gene Hackman']"
5217,"Loong Boonmee raleuk chat",2010,114,6.7,"Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BMDQ3OGFlOTQtYjZmYS00ZTIwLThmZDktZmVmZTQwNmUxYTY4XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg,"Dying of kidney disease, a man spends his last, somber days with family, including the ghost of his wife and a forest spirit who used to be his son, on a rural northern Thailand farm.","Apichatpong Weerasethakul","['Thanapat Saisaymar', 'Jenjira Pongpas', 'Sakda Kaewbuadee', 'Natthakarn Aphaiwonk']"
5218,"Mugen no jûnin",2017,140,6.7,"Action, Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BYzIwYmJlMjktMzJiMy00YmQzLThmNWYtNWY3NGViZjc4MzYwXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_.jpg,"Cursed with a life of immortality, a samurai is tasked by a young girl to help avenge the death of her father. Based on the manga series by Hiroaki Samura.","Takashi Miike","['Takuya Kimura', 'Hana Sugisaki', 'Sôta Fukushi', 'Hayato Ichihara']"
5219,"Your Sister's Sister",2011,90,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMjIyNjkxOTkyN15BMl5BanBnXkFtZTcwNzg3MTk2Nw@@._V1_.jpg,"Iris invites her friend Jack to stay at her family's island getaway after his brother's death. Jack's drunken encounter with Iris' sister Hannah at their remote cabin kicks off a revealing stretch of days.","Lynn Shelton","['Mark Duplass', 'Emily Blunt', 'Rosemarie DeWitt', 'Mike Birbiglia']"
5220,Faults,2014,89,6.7,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BNzgzODQ2OTI0NF5BMl5BanBnXkFtZTgwMzQxNjE0NDE@._V1_.jpg,"A cult deprogrammer is hired to help a couple whose daughter is under the influence of a mysterious cult.","Riley Stearns","['Leland Orser', 'Mary Elizabeth Winstead', 'Chris Ellis', 'Jon Gries']"
5221,"Journey's End","I 2017",107,6.7,"Drama, War",https://m.media-amazon.com/images/M/MV5BYzgxM2FhMGQtNDQ3MC00ZmIxLWI0ZmYtNzQ5NjFiYTMzZmNjXkEyXkFqcGdeQXVyMTEzMjQ4NzEw._V1_.jpg,"Set in a dugout in Aisne in 1918, it is the story of a group of British officers, led by mentally-disintegrating young Officer Stanhope, as they await their fate.","Saul Dibb","['Paul Bettany', 'Sam Claflin', 'Stephen Graham', 'Tom Sturridge']"
5222,Obsession,1976,98,6.7,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMjZiNDJkZWMtMmIzNi00OGNlLWFhZDEtZDEwOTUwOWI2OTI3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,"A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his wife.","Brian De Palma","['Cliff Robertson', 'Geneviève Bujold', 'John Lithgow', 'Sylvia Kuumba Williams']"
5223,"Honogurai mizu no soko kara",2002,101,6.7,"Drama, Horror, Mystery",https://m.media-amazon.com/images/M/MV5BNWM3NzNkZjktODgxYy00ZDE3LTkyMDUtYWM3MWE0MWQ4MTY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A mother and her 6 year old daughter move into a creepy apartment whose every surface is permeated by water.","Hideo Nakata","['Hitomi Kuroki', 'Rio Kanno', 'Mirei Oguchi', 'Asami Mizukawa']"
5224,"La ragazza nella nebbia",2017,128,6.7,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BMTUzYmM1YjItYzA1Zi00NWY3LTgwNzEtZjQwZjc5NDNiMTUyXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_.jpg,"Special agent Vogel is sent to an isolated town in a remote mountain valley to investigate the case of a sixteen years old's disappearance.","Donato Carrisi","['Toni Servillo', 'Alessio Boni', 'Lorenzo Richelmy', 'Galatea Ranzi']"
5225,"The Matador",2005,96,6.7,"Comedy, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BZjQ4YzUzZTMtMzliNy00NGQzLWFhYzMtZTcwNTk3N2QwMzlhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,"A globetrotting hitman and a crestfallen businessman meet in a hotel bar in Mexico City in an encounter that draws them together in a way neither expected.","Richard Shepard","['Pierce Brosnan', 'Greg Kinnear', 'Hope Davis', 'Arlin Miller']"
5226,Borgman,2013,113,6.7,"Drama, Horror, Mystery",https://m.media-amazon.com/images/M/MV5BNDg5OTk0OTI3MF5BMl5BanBnXkFtZTgwMjYxMDM1MTE@._V1_.jpg,"A vagrant enters the lives of an arrogant upper-class family, turning their lives into a psychological nightmare in the process.","Alex van Warmerdam","['Jan Bijvoet', 'Hadewych Minis', 'Jeroen Perceval', 'Alex van Warmerdam']"
5227,"Starter for 10",2006,92,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTI2MTE3OTY5Nl5BMl5BanBnXkFtZTcwNzA1NzA0MQ@@._V1_.jpg,"Set in 1985, working-class student Brian Jackson (McAvoy) navigates his first year at Bristol University.","Tom Vaughan","['James McAvoy', 'Alice Eve', 'Rebecca Hall', 'Joseph Friend']"
5228,Tallulah,2016,111,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BOGY0ZDQ3OWMtODI2OC00MWRlLTg2YTQtYzJjMjdmNGI4MzVhXkEyXkFqcGdeQXVyMjQ1MjYzOTQ@._V1_.jpg,"Desperate to be rid of her toddler, a dissatisfied Manhattan housewife hires a stranger to babysit and ends up getting much more than she bargained for.","Sian Heder","['Elliot Page', 'Allison Janney', 'Tammy Blanchard', 'Evan Jonigkeit']"
